ID,filename,trial_type,chamber,channel_letter,channel_num,set_number,average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,recording_duration,max_speed,test_date,time_start,time_end,duration_check,sex,population,county,site,host_plant,flew,flight_type,NOTES,mass,EWM,latitude,longitude,total_eggs,beak,thorax,wing,body,w_morph,morph_notes,tested
355,set008-2-26-2020-A3_355.txt,T1,A-3,A,3,8,0.23,4656.27,1044.23,0.0,4656.27,0.67,6908.63,0.32,2020-02-26,11:41:00,13:37:00,6960.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,C,,0.027000000000000003,N,25.1820931,-80.36319379999998,,5.69,2.94,7.27,10.38,L,,yes
388,set008-2-26-2020-A3_388.txt,T1,A-3,A,3,8,0.27,82.94,21.36,0.0,43.7,0.04,2105.27,0.36,2020-02-26,15:19:00,15:53:00,2040.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.051,N,24.96424,-80.5673321,,6.23,3.11,8.31,11.45,L,,yes
40,set008-2-26-2020-A3_40.txt,T1,A-3,A,3,8,0.29,3605.61,996.48,0.0,3605.61,0.8,4531.51,0.39,2020-02-26,9:05:00,10:17:00,4320.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,C,,0.033,N,25.1755702,-80.36780089,,5.59,2.84,7.5,10.55,L,,yes
90,set008-2-26-2020-A3_90.txt,T1,A-3,A,3,8,0.43,238.38,99.9,81.54,152.76,0.12,2040.59,0.49,2020-02-26,14:13:00,14:45:00,1920.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,Y,B,,0.033,N,29.66200224,-82.347313,,5.56,3.1,8.23,11.32,L,,yes
119,set008-2-26-2020-A4_119.txt,T1,A-4,A,4,8,0.37,39.34,12.57,0.0,37.56,0.02,2041.99,0.49,2020-02-26,14:14:00,14:45:00,1860.0,F,Key Largo,Key Largo,JP,C. corindum,Y,B,,0.043,N,25.1284578,-80.4080913,,6.96,3.18,8.31,11.78,L,,yes
140,set008-2-26-2020-A4_140.txt,T1,A-4,A,4,8,0.34,23.41,10.68,0.0,11.66,0.01,2100.77,0.51,2020-02-26,15:55:00,16:30:00,2100.0,F,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,,,0.09,N,25.1755702,-80.36780089,46.0,9.08,3.71,9.68,13.81,L,,yes
231,set008-2-26-2020-A4_231.txt,T1,A-4,A,4,8,0.27,1430.75,382.63,0.0,1430.75,0.51,2789.79,0.39,2020-02-26,10:57:00,11:31:00,2040.0,M,North Key Largo,North Key Largo,Carysfort,C. corindum,Y,C,,0.039,N,25.2565615,-80.3108042,,5.94,2.89,7.83,11.0,L,,yes
307,set008-2-26-2020-A4_307.txt,T1,A-4,A,4,8,0.28,6351.22,1604.68,0.0,6351.22,0.94,6730.59,0.88,2020-02-26,9:05:00,10:55:00,6600.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.029,N,24.96424,-80.5673321,,5.52,2.88,7.48,10.51,L,,yes
308,set008-2-26-2020-A4_308.txt,T1,A-4,A,4,8,0.37,175.97,64.09,165.7,165.7,0.08,2206.71,0.91,2020-02-26,13:39:00,14:11:00,1920.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.07200000000000001,N,24.96424,-80.5673321,2.0,8.04,3.4,9.11,12.6,L,,yes
344,set008-2-26-2020-A4_344.txt,T1,A-4,A,4,8,0.21,13.45,2.51,0.0,13.45,0.01,1959.87,0.39,2020-02-26,14:47:00,15:18:00,1860.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,N,,,0.04,N,25.1755702,-80.36780089,,5.85,2.76,6.05,9.38,LS,,yes
421,set008-2-26-2020-A4_421.txt,T1,A-4,A,4,8,0.32,424.33,135.08,0.0,416.24,0.2,2096.61,0.43,2020-02-26,15:20:00,15:53:00,1980.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,B,,0.044,N,25.1820931,-80.36319379999998,,6.65,3.31,8.3,11.5,L,,yes
95,set008-2-26-2020-A4_95.txt,T1,A-4,A,4,8,0.24,52.43,13.19,0.0,24.28,0.01,6810.59,0.62,2020-02-26,11:43:00,12:15:00,1920.0,M,North Key Largo,North Key Largo,Dynamite Docks,C. corindum,Y,B,,0.049,N,25.286747,-80.290592,,6.3,3.04,8.07,11.4,L,,yes
309,set008-2-26-2020-B1_309.txt,T1,B-1,B,1,8,0.31,23760.19,7282.63,0.0,18680.53,0.97,24480.71,0.45,2020-02-26,9:42:00,16:30:00,24480.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.035,N,24.96424,-80.5673321,,5.84,2.93,7.77,10.76,L,,yes
437,set008-2-26-2020-B1_437.txt,T1,B-1,B,1,8,0.29,50.82,16.96,0.0,29.07,0.02,2255.27,0.33,2020-02-26,9:05:00,09:35:00,1800.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,B,,0.046,N,25.273488500000006,-80.3040957,,5.92,3.35,8.93,12.04,L,,yes
105,set008-2-26-2020-B2_105.txt,T1,B-2,B,2,8,0.0,0.0,0.0,0.0,0.0,0.0,2782.91,0.0,2020-02-26,10:58:00,11:31:00,1980.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,N,,,0.044,N,24.9735748,-80.5539224,,6.14,3.21,8.4,11.85,L,wings torn at the end,yes
249,set008-2-26-2020-B2_249.txt,T1,B-2,B,2,8,0.54,23226.2,12317.82,0.0,15314.52,0.95,24323.67,0.79,2020-02-26,15:21:00,19:37:33,15393.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,C,,0.043,N,25.1820931,-80.36319379999998,,5.95,3.11,8.26,11.56,L,,yes
3,set008-2-26-2020-B2_3.txt,T1,B-2,B,2,8,0.34,219.51,74.77,202.95,202.95,0.11,2047.75,0.46,2020-02-26,14:15:00,14:45:00,1800.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,Y,B,,0.048,N,24.9735748,-80.5539224,,5.75,3.36,8.48,11.9,L,,yes
359,set008-2-26-2020-B2_359.txt,T1,B-2,B,2,8,0.27,38.15,23.88,0.0,24.33,0.02,1977.71,0.4,2020-02-26,14:48:00,15:18:00,1800.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,B,,0.026,N,25.1820931,-80.36319379999998,,5.52,2.64,7.17,9.95,L,,yes
385,set008-2-26-2020-B2_385.txt,T1,B-2,B,2,8,0.19,679.12,5.03,0.0,659.71,0.31,2205.87,0.25,2020-02-26,13:40:00,14:11:00,1860.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.067,Y,24.96424,-80.5673321,42.0,7.77,3.3,9.02,12.44,L,,yes
392,set008-2-26-2020-B2_392.txt,T1,B-2,B,2,8,0.0,0.0,1.26,0.0,0.0,0.0,2219.07,0.0,2020-02-26,10:21:00,10:55:00,2040.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.026,N,24.96424,-80.5673321,,5.89,2.74,6.3,9.34,L,wings torn at the end,yes
397,set008-2-26-2020-B2_397.txt,T1,B-2,B,2,8,0.25,216.16,6.28,198.44,198.44,0.09,2290.47,0.31,2020-02-26,9:43:00,10:18:00,2100.0,M,Key Largo,Key Largo,KLMRL,C. corindum,Y,B,,0.047,N,25.1000151,-80.437522,,5.56,3.35,8.8,12.08,L,,yes
407,set008-2-26-2020-B2_407.txt,T1,B-2,B,2,8,0.0,0.0,0.0,0.0,0.0,0.0,2289.55,0.0,2020-02-26,9:05:00,09:35:00,1800.0,F,Key Largo,Key Largo,JP,C. corindum,N,,,0.076,Y,25.1284578,-80.4080913,72.0,6.39,2.98,6.46,9.82,LS,,yes
77,set008-2-26-2020-B2_77.txt,T1,B-2,B,2,8,0.33,4394.25,1333.25,0.0,4394.25,0.65,6759.91,0.55,2020-02-26,11:45:00,13:35:00,6600.0,M,Leesburg,Lake,Mount & 8th,K.elegans,Y,C,,0.036000000000000004,N,28.7963435,-81.8778849,,5.42,2.98,8.49,11.19,L,,yes
112,set008-2-26-2020-B3_112.txt,T1,B-3,B,3,8,0.0,0.0,0.63,0.0,0.0,0.0,2837.99,0.0,2020-02-26,10:59:00,11:31:00,1920.0,F,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.073,Y,25.1000151,-80.437522,241.0,7.94,3.27,8.52,11.96,L,,yes
120,set008-2-26-2020-B3_120.txt,T1,B-3,B,3,8,0.2,15.13,4.4,0.0,11.44,0.0,6655.11,0.26,2020-02-26,11:46:00,12:15:00,1740.0,M,Key Largo,Key Largo,JP,C. corindum,Y,B,,0.029,N,25.1284578,-80.4080913,,6.27,2.96,8.02,11.09,L,wings torn at the end,yes
200,set008-2-26-2020-B3_200.txt,T1,B-3,B,3,8,0.2,0.0,1.88,0.0,0.0,0.0,2338.51,0.23,2020-02-26,9:05:00,09:35:00,1800.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,Y,B,,0.033,N,29.66200224,-82.347313,,5.67,2.97,8.31,11.47,L,,yes
265,set008-2-26-2020-B3_265.txt,T1,B-3,B,3,8,0.18,0.0,1.88,0.0,0.0,0.0,2341.47,0.26,2020-02-26,9:45:00,10:18:00,1980.0,F,Lake Placid,Highlands,110N Main,K.elegans,N,,,0.049,N,27.298631,-81.36615,,6.44,3.36,8.43,11.86,L,,yes
31,set008-2-26-2020-B3_31.txt,T1,B-3,B,3,8,0.0,0.0,0.0,0.0,0.0,0.0,2177.07,0.0,2020-02-26,10:23:00,10:55:00,1920.0,F,North Key Largo,North Key Largo,Carysfort,C. corindum,N,,,0.101,Y,25.2565615,-80.3108042,114.0,8.12,3.25,8.28,11.71,L,,yes
52,set008-2-26-2020-B3_52.txt,T1,B-3,B,3,8,0.29,29127.49,7855.01,0.0,29082.89,0.95,30546.79,0.62,2020-02-26,13:41:00,22:06:01,30301.0,M,Lake Placid,Highlands,110N Main,K.elegans,Y,BC,,0.038,N,27.298631,-81.36615,,5.46,3.0,8.23,11.57,L,,yes
156,set008-2-26-2020-B4_156.txt,T1,B-4,B,4,8,0.0,0.0,0.0,0.0,0.0,0.0,2227.07,0.0,2020-02-26,9:46:00,10:18:00,1920.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.06,Y,25.491362,-80.485821,153.0,6.63,3.15,8.18,11.58,L,,yes
253,set008-2-26-2020-B4_253.txt,T1,B-4,B,4,8,0.31,23.06,7.54,0.0,23.06,0.01,2201.47,0.35,2020-02-26,10:24:00,10:55:00,1860.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,B,,0.129,Y,25.491362,-80.485821,34.0,7.68,3.76,10.4,14.34,L,,yes
304,set008-2-26-2020-B4_304.txt,T1,B-4,B,4,8,0.0,0.0,0.0,0.0,0.0,0.0,2485.35,0.0,2020-02-26,9:05:00,09:35:00,1800.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,N,,,0.028,N,24.9735748,-80.5539224,,5.53,2.95,8.12,10.9,L,,yes
343,set008-2-26-2020-B4_343.txt,T1,B-4,B,4,8,0.26,28834.64,7455.41,0.0,28834.64,0.72,39983.07,0.44,2020-02-26,11:00:00,19:00:59,28859.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,C,,0.041,N,25.1755702,-80.36780089,,6.05,3.03,8.31,11.52,L,,yes
108,set009-2-27-2020-A1_108.txt,T1,A-1,A,1,9,0.0,0.0,0.63,0.0,0.0,0.0,2263.71,0.0,2020-02-27,8:13:00,08:50:00,2220.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,N,,,0.048,N,24.96424,-80.5673321,,6.06,3.26,8.5,11.93,L,,yes
18,set009-2-27-2020-A1_18.txt,T1,A-1,A,1,9,0.45,47807.4,21080.72,0.0,47807.4,1.0,47959.27,0.6,2020-02-27,8:54:00,22:11:41,47861.0,M,Key Largo,Key Largo,JP,C. corindum,Y,C,DATA COL: was still flying but took down (thought 24 hours was the limit),0.043,N,25.1284578,-80.4080913,,6.08,2.97,7.8,10.95,L,,yes
137,set009-2-27-2020-A2_137.txt,T1,A-2,A,2,9,0.4,14067.9,5377.62,0.0,14067.9,0.93,15090.95,0.57,2020-02-27,10:42:00,14:54:00,15120.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,C,,0.048,N,25.1755702,-80.36780089,,6.07,3.15,8.18,11.15,L,,yes
210,set009-2-27-2020-A2_210.txt,T1,A-2,A,2,9,0.34,8496.51,2729.34,0.0,8496.51,0.96,8871.03,0.51,2020-02-27,8:14:00,10:40:00,8760.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.047,N,24.96424,-80.5673321,,9.02,3.45,9.36,13.06,L,,yes
131,set009-2-27-2020-A3_131.txt,T1,A-3,A,3,9,0.29,46710.25,13484.57,0.0,46650.27,0.98,47807.75,0.45,2020-02-27,8:55:00,22:00:51,47151.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,C,,0.04,N,25.273488500000006,-80.3040957,,5.93,2.94,8.16,11.08,L,,yes
245,set009-2-27-2020-A3_245.txt,T1,A-3,A,3,9,0.0,0.0,0.63,0.0,0.0,0.0,2415.23,0.0,2020-02-27,8:15:00,08:50:00,2100.0,M,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.035,N,25.2275238,-80.3283788,,6.38,2.99,7.66,10.66,L,,yes
154,set009-2-27-2020-A4_154.txt,T1,A-4,A,4,9,0.25,0.0,1.88,0.0,0.0,0.0,1758.87,0.0,2020-02-27,13:18:00,13:48:00,1800.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.024,N,25.491362,-80.485821,,5.2,2.62,6.58,9.22,L,wings torn at the end,yes
183,set009-2-27-2020-A4_183.txt,T1,A-4,A,4,9,0.25,5318.46,1290.53,0.0,5318.46,0.97,5487.51,0.43,2020-02-27,11:46:00,13:18:00,5520.0,M,Leesburg,Lake,Mount & 8th,K.elegans,Y,C,,0.033,N,28.7963435,-81.8778849,,5.59,2.99,7.82,11.02,L,,yes
26,set009-2-27-2020-A4_26.txt,T1,A-4,A,4,9,0.4,136.21,30.79,0.0,52.41,0.06,2475.51,0.92,2020-02-27,8:56:00,09:32:00,2160.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,B,SENSOR: A-4 having sporadic readings,0.039,N,25.19515,-80.345916,33.0,7.15,3.01,7.91,11.29,L,,yes
353,set009-2-27-2020-A4_353.txt,T1,A-4,A,4,9,0.24,4183.6,941.19,0.0,3474.67,0.54,7813.51,0.66,2020-02-27,9:36:00,11:36:00,7200.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,C,,0.038,N,25.1820931,-80.36319379999998,,6.43,3.27,8.85,11.84,L,,yes
384,set009-2-27-2020-A4_384.txt,T1,A-4,A,4,9,0.35,556.19,111.84,199.95,300.7,0.23,2466.55,0.52,2020-02-27,8:15:00,08:50:00,2100.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.031,N,24.96424,-80.5673321,,5.7,2.91,7.79,10.77,L,,yes
29,set009-2-27-2020-B1_29.txt,T1,B-1,B,1,9,0.0,0.0,0.0,0.0,0.0,0.0,2407.55,0.0,2020-02-27,8:58:00,09:32:00,2040.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,N,,,0.048,Y,25.19515,-80.345916,67.0,6.24,2.98,7.58,10.98,L,,yes
315,set009-2-27-2020-B1_315.txt,T1,B-1,B,1,9,0.46,1331.66,594.37,0.0,1331.66,0.55,2424.27,0.59,2020-02-27,8:16:00,08:50:00,2040.0,M,Key Largo,Key Largo,KLMRL,C. corindum,Y,CB,,0.032,N,25.1000151,-80.437522,,5.37,3.08,8.01,10.8,L,,yes
438,set009-2-27-2020-B1_438.txt,T1,B-1,B,1,9,0.34,44480.18,14265.55,0.0,43355.05,0.99,44789.15,0.62,2020-02-27,9:37:00,22:03:45,44805.0,F,North Key Largo,North Key Largo,DD front,C. corindum,Y,BC,,0.069,N,25.273488500000006,-80.3040957,7.0,6.79,3.61,9.77,13.39,L,,yes
197,set009-2-27-2020-B2_197.txt,T1,B-2,B,2,9,0.0,0.0,0.0,0.0,0.0,0.0,1976.95,0.0,2020-02-27,11:13:00,11:43:00,1800.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,N,,,0.03,N,29.66200224,-82.347313,,5.34,2.8,7.67,10.67,L,,yes
232,set009-2-27-2020-B2_232.txt,T1,B-2,B,2,9,0.0,0.0,0.0,0.0,0.0,0.0,1281.95,0.0,2020-02-27,10:18:00,10:40:00,1320.0,M,North Key Largo,North Key Largo,Carysfort,C. corindum,N,,,0.048,N,25.2565615,-80.3108042,,6.4,3.08,8.37,11.69,L,,yes
325,set009-2-27-2020-B2_325.txt,T1,B-2,B,2,9,0.35,256.68,87.33,235.77,235.77,0.05,5415.11,0.46,2020-02-27,11:47:00,12:17:00,1800.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,B,,0.046,N,25.273488500000006,-80.3040957,,5.71,3.34,8.49,11.61,L,,yes
35,set009-2-27-2020-B2_35.txt,T1,B-2,B,2,9,0.36,38.65,13.19,0.0,28.81,0.02,1818.39,0.56,2020-02-27,13:16:00,13:48:00,1920.0,M,North Key Largo,North Key Largo,Carysfort,C. corindum,Y,B,,0.032,N,25.2565615,-80.3108042,,5.99,2.99,7.55,10.8,L,,yes
429,set009-2-27-2020-B2_429.txt,T1,B-2,B,2,9,0.0,0.0,0.0,0.0,0.0,0.0,2633.11,0.0,2020-02-27,9:38:00,10:17:00,2340.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,N,,,0.079,Y,25.19515,-80.345916,124.0,7.51,3.09,7.91,11.42,L,,yes
49,set009-2-27-2020-B2_49.txt,T1,B-2,B,2,9,0.0,0.0,0.0,0.0,0.0,0.0,3205.91,0.0,2020-02-27,8:59:00,09:32:00,1980.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.052000000000000005,N,25.491362,-80.485821,,6.01,3.3,8.34,11.64,L,wings torn at the end,yes
98,set009-2-27-2020-B2_98.txt,T1,B-2,B,2,9,0.0,0.0,0.0,0.0,0.0,0.0,1909.51,0.0,2020-02-27,10:43:00,11:13:00,1800.0,M,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.033,N,25.2275238,-80.3283788,,6.23,2.97,7.76,10.83,L,,yes
10,set009-2-27-2020-B3_10.txt,T1,B-3,B,3,9,0.24,525.36,124.4,0.0,485.22,0.2,2628.63,0.4,2020-02-27,9:39:00,10:17:00,2280.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.057,N,24.96424,-80.5673321,,6.09,3.28,8.56,12.21,L,,yes
135,set009-2-27-2020-B3_135.txt,T1,B-3,B,3,9,0.0,0.0,0.0,0.0,0.0,0.0,1279.83,0.0,2020-02-27,10:19:00,10:40:00,1260.0,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.132,Y,25.273488500000006,-80.3040957,225.0,8.64,3.27,8.9,12.61,L,,yes
345,set009-2-27-2020-B3_345.txt,T1,B-3,B,3,9,0.0,0.0,0.0,0.0,0.0,0.0,1886.67,0.0,2020-02-27,10:44:00,11:13:00,1740.0,F,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,N,,,0.08199999999999999,Y,25.1755702,-80.36780089,63.0,6.84,3.02,6.0,9.41,S,,yes
350,set009-2-27-2020-B3_350.txt,T1,B-3,B,3,9,0.38,17477.53,6032.94,0.0,17477.53,0.72,24345.67,0.61,2020-02-27,11:14:00,18:00:00,24360.0,M,North Key Largo,North Key Largo,MM165,C. corindum,Y,BC,DATA COL: taken down before Ana left but time not written down,0.03,N,25.2275238,-80.3283788,,5.84,2.98,7.83,10.88,L,,yes
358,set009-2-27-2020-B3_358.txt,T1,B-3,B,3,9,0.0,0.0,0.63,0.0,0.0,0.0,2670.47,0.0,2020-02-27,8:17:00,08:50:00,1980.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.029,N,25.1820931,-80.36319379999998,,5.24,2.49,6.06,8.89,L,,yes
400,set009-2-27-2020-B3_400.txt,T1,B-3,B,3,9,0.0,0.0,0.0,0.0,0.0,0.0,2184.67,0.0,2020-02-27,9:00:00,09:32:00,1920.0,M,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.045,N,25.1000151,-80.437522,,5.35,3.23,8.61,11.71,L,,yes
303,set009-2-27-2020-B4_303.txt,T1,B-4,B,4,9,0.17,12498.19,1914.43,82.96,8339.27,0.96,13029.19,0.35,2020-02-27,9:40:00,13:15:00,12900.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,Y,C,,0.042,N,24.9735748,-80.5539224,,5.54,3.2,8.52,11.64,L,,yes
357,set009-2-27-2020-B4_357.txt,T1,B-4,B,4,9,0.0,0.0,0.63,0.0,0.0,0.0,2145.75,0.0,2020-02-27,9:01:00,09:32:00,1860.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,B,,0.028,N,25.1820931,-80.36319379999998,,5.98,2.76,7.15,10.13,L,,yes
424,set009-2-27-2020-B4_424.txt,T1,B-4,B,4,9,0.22,1328.07,251.32,185.63,1142.44,0.49,2721.03,0.33,2020-02-27,8:18:00,08:50:00,1920.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,CB,,0.06,N,25.19515,-80.345916,39.0,7.32,3.05,8.34,11.68,L,,yes
169,set010-2-28-2020-A1_169.txt,T1,A-1,A,1,10,0.42,25503.46,10461.82,0.0,25503.46,0.95,26774.63,0.67,2020-02-28,8:39:00,16:07:00,26880.0,M,Lake Placid,Highlands,110N Main,K.elegans,Y,C,,0.041,N,27.298631,-81.36615,,5.88,3.05,9.0,12.01,L,,yes
83,set010-2-28-2020-A1_83.txt,T1,A-1,A,1,10,0.0,0.0,0.0,0.0,0.0,0.0,2347.35,0.0,2020-02-28,8:00:00,08:37:00,2220.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,N,,,0.048,N,29.66200224,-82.347313,,6.33,3.26,8.42,11.89,L,wings torn at the end,yes
194,set010-2-28-2020-A2_194.txt,T1,A-2,A,2,10,0.27,4963.42,1267.91,0.0,4963.42,0.85,5847.11,0.46,2020-02-28,12:00:00,13:39:00,5940.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,Y,C,MARKER: made comment 330 then 194,0.043,N,29.66200224,-82.347313,,5.61,3.31,8.84,11.93,L,,yes
20,set010-2-28-2020-A2_20.txt,T1,A-2,A,2,10,0.52,1653.82,860.77,0.0,1653.82,0.7,2370.39,0.62,2020-02-28,8:01:00,08:37:00,2160.0,F,Key Largo,Key Largo,JP,C. corindum,Y,B,,0.066,N,25.1284578,-80.4080913,55.0,8.73,3.59,9.71,13.59,L,,yes
261,set010-2-28-2020-A2_261.txt,T1,A-2,A,2,10,0.47,5243.35,2356.13,0.0,5228.87,0.83,6336.71,0.64,2020-02-28,8:40:00,10:25:00,6300.0,M,Lake Placid,Highlands,110N Main,K.elegans,Y,BC,"MARKER: made 261, 391, 261 commented even marker",0.039,N,27.298631,-81.36615,,5.41,3.01,8.68,11.48,L,,yes
330,set010-2-28-2020-A2_330.txt,T1,A-2,A,2,10,0.36,1318.13,3.77,0.0,1311.73,0.54,2420.83,0.59,2020-02-28,11:26:00,11:57:00,1860.0,F,North Key Largo,North Key Largo,DD front,C. corindum,Y,B,,0.109,Y,25.273488500000006,-80.3040957,323.0,8.54,3.5,9.35,13.05,L,,yes
97,set010-2-28-2020-A2_97.txt,T1,A-2,A,2,10,0.0,0.0,0.63,0.0,0.0,0.0,3266.91,0.0,2020-02-28,10:26:00,11:04:00,2280.0,F,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.099,N,25.2275238,-80.3283788,249.0,8.45,3.95,10.0,14.16,L,,yes
141,set010-2-28-2020-A3_141.txt,T1,A-3,A,3,10,0.19,74.21,5.65,64.35,64.35,0.02,3276.83,0.14,2020-02-28,10:27:00,11:04:00,2220.0,F,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.061,N,25.2275238,-80.3283788,41.0,6.91,3.02,7.75,11.25,L,,yes
313,set010-2-28-2020-A3_313.txt,T1,A-3,A,3,10,0.0,0.0,0.63,0.0,0.0,0.0,2361.79,0.0,2020-02-28,8:02:00,08:37:00,2100.0,M,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.039,N,25.1000151,-80.437522,,5.63,3.02,8.2,11.33,L,,yes
333,set010-2-28-2020-A3_333.txt,T1,A-3,A,3,10,0.36,18.06,9.42,0.0,12.76,0.01,2420.67,0.81,2020-02-28,11:26:00,11:57:00,1860.0,M,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,B,,0.034,N,25.19515,-80.345916,,5.78,2.85,7.1,10.18,L,,yes
387,set010-2-28-2020-A3_387.txt,T1,A-3,A,3,10,0.0,0.0,0.0,0.0,0.0,0.0,2217.31,0.0,2020-02-28,9:49:00,10:22:00,1980.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,N,,,0.095,Y,24.96424,-80.5673321,290.0,6.58,3.21,8.32,11.7,L,,yes
391,set010-2-28-2020-A3_391.txt,T1,A-3,A,3,10,0.51,2333.02,1164.24,0.0,2333.02,0.56,4135.03,0.63,2020-02-28,8:41:00,09:29:00,2880.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.053,N,24.96424,-80.5673321,,8.53,3.3,8.48,11.98,L,,yes
410,set010-2-28-2020-A3_410.txt,T1,A-3,A,3,10,0.24,17573.81,4127.3,215.02,17358.79,0.99,17773.31,0.38,2020-02-28,12:01:00,16:58:03,17823.0,M,Key Largo,Key Largo,JP,C. corindum,Y,C,,0.044,N,25.1284578,-80.4080913,,6.28,3.28,8.8,11.96,L,,yes
101,set010-2-28-2020-A4_101.txt,T1,A-4,A,4,10,0.0,0.0,1.26,0.0,0.0,0.0,3288.43,0.0,2020-02-28,10:28:00,11:04:00,2160.0,F,Plantation Key,Plantation Key,Aregood Ln,C. corindum,N,,,0.09,N,24.9735748,-80.5539224,130.0,7.01,3.68,9.23,13.04,L,wings torn at the end,yes
113,set010-2-28-2020-A4_113.txt,T1,A-4,A,4,10,0.36,30.31,11.94,0.0,19.66,0.01,2407.83,0.62,2020-02-28,11:26:00,11:57:00,1860.0,M,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.037000000000000005,N,25.1000151,-80.437522,,5.63,3.01,8.64,11.48,L,,yes
24,set010-2-28-2020-A4_24.txt,T1,A-4,A,4,10,0.25,79.03,16.96,63.84,63.84,0.03,2403.95,0.42,2020-02-28,8:03:00,08:37:00,2040.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,B,,0.042,N,25.273488500000006,-80.3040957,,6.07,3.24,8.4,11.4,L,,yes
323,set010-2-28-2020-A4_323.txt,T1,A-4,A,4,10,0.33,4924.22,1508.55,0.0,4250.59,0.78,6318.55,0.5,2020-02-28,8:42:00,10:22:00,6000.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,BC,,0.035,N,25.273488500000006,-80.3040957,,6.41,3.02,8.13,11.12,L,,yes
352,set010-2-28-2020-A4_352.txt,T1,A-4,A,4,10,0.2,2332.26,442.95,0.0,2332.26,0.63,3683.07,0.28,2020-02-28,12:37:00,13:39:00,3720.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,C,,0.029,N,25.1820931,-80.36319379999998,,5.51,2.75,7.11,9.94,L,,yes
54,set010-2-28-2020-A4_54.txt,T1,A-4,A,4,10,0.0,0.0,0.63,0.0,0.0,0.0,2140.11,0.0,2020-02-28,12:02:00,12:36:00,2040.0,F,Lake Placid,Highlands,110N Main,K.elegans,N,,,0.094,Y,27.298631,-81.36615,89.0,6.44,3.38,9.42,12.99,L,,yes
