ID,died?,chamber,set_number,test_date,time_start,time_end,next_day?,population,flew,flight_type,mass,eggs,NOTES,trial_type
211,,A-1,15,03.09.2020,10:32:00,11:09:00,,Key Largo,N,,0.073,Y,,T2
139,,A-2,15,03.09.2020,10:33:00,11:09:00,,North Key Largo,Y,B,0.035,N,,T2
418,,A-4,15,03.09.2020,10:34:00,11:09:00,,North Key Largo,N,,0.043,N,,T2
344,,A-3,15,03.09.2020,10:35:00,11:09:00,,North Key Largo,N,,0.033,N,BUG: times where fly in place ,T2
7,,B-1,15,03.09.2020,10:37:00,22:03:40,Y,Plantation Key,Y,C,0.105,Y,,T2
147,,B-3,15,03.09.2020,10:38:00,21:27:59,Y,North Key Largo,Y,C,0.052,Y,,T2
118,,B-4,15,03.09.2020,10:39:00,11:09:00,,Key Largo,N,,0.039,N,,T2
434,,A-1,15,03.09.2020,11:11:00,11:46:00,,North Key Largo,Y,B,0.032,N,,T2
313,,A-2,15,03.09.2020,11:12:00,11:46:00,,Key Largo,N,,0.032,N,,T2
406,,A-3,15,03.09.2020,11:13:00,20:12:35,Y,Key Largo,Y,BC,0.035,N,,T2
146,,A-4,15,03.09.2020,11:14:00,11:46:00,,North Key Largo,N,,0.027,N,,T2
391,,B-4,15,03.09.2020,11:15:00,11:46:00,,Plantation Key,Y,B,0.055,N,,T2
335,,A-1,15,03.09.2020,11:48:00,12:23:00,,North Key Largo,N,,0.038,N,BUG: paint on antennae - will never fly,T2
120,,A-2,15,03.09.2020,11:49:00,12:23:00,,Key Largo,N,,0.032,N,,T2
354,,A-4,15,03.09.2020,11:50:00,12:23:00,,North Key Largo,N,,0.031,N,,T2
200,,B-4,15,03.09.2020,11:51:00,13:12:00,,Gainesville,Y,C,0.035,N,,T2
311,,A-1,15,03.09.2020,12:23:00,12:58:00,,Key Largo,Y,B,0.035,N,,T2
214,,A-2,15,03.09.2020,12:24:00,13:32:00,,Key Largo,Y,C,0.067,Y,,T2
184,,A-4,15,03.09.2020,12:25:00,12:58:00,,Leesburg,N,,0.029,N,,T2
31,,A-1,15,03.09.2020,12:59:00,13:32:00,,North Key Largo,N,,0.075,Y,,T2
213,,A-4,15,03.09.2020,13:00:00,13:32:00,,Key Largo,N,,0.044,N,,T2
397,,A-1,15,03.09.2020,13:34:00,14:07:00,,Key Largo,N,,0.041,N,,T2
221,,A-2,15,03.09.2020,13:35:00,14:07:00,,North Key Largo,N,,0.088,Y,,T2
222,,A-4,15,03.09.2020,13:35:00,14:07:00,,North Key Largo,N,,0.128,Y,,T2
323,,B-4,15,03.09.2020,13:36:00,14:41:00,,North Key Largo,Y,C,0.037,N,,T2
110,,A-1,15,03.09.2020,14:07:00,14:41:00,,Plantation Key,Y,B,0.031,N,,T2
432,,A-2,15,03.09.2020,14:08:00,14:43:00,,North Key Largo,Y,C,0.038,N,,T2
330,,A-4,15,03.09.2020,14:09:00,14:41:00,,North Key Largo,N,,0.094,Y,,T2
248,,A-1,15,03.09.2020,14:43:00,15:16:00,,North Key Largo,N,,0.048,N,,T2
124,,A-2,15,03.09.2020,14:44:00,17:18:30,Y,North Key Largo,Y,BC,0.042,N,,T2
339,,A-4,15,03.09.2020,14:45:00,15:16:00,,North Key Largo,N,,0.092,Y,,T2
24,,B-4,15,03.09.2020,14:46:00,15:16:00,,North Key Largo,Y,B,0.037,N,,T2
135,,A-1,15,03.09.2020,15:18:00,15:52:00,,North Key Largo,N,,0.103,Y,,T2
388,,A-4,15,03.09.2020,15:19:00,15:52:00,,Plantation Key,Y,B,0.049,N,,T2
101,,B-4,15,03.09.2020,15:20:00,15:52:00,,Plantation Key,N,,0.064,Y,,T2
293,,A-1,15,03.09.2020,15:54:00,16:28:00,,Gainesville,N,,0.040,N,,T2
259,,A-4,15,03.09.2020,15:55:00,16:28:00,,Homestead,Y,B,0.029,N,,T2
249,,B-2,15,03.09.2020,15:56:00,16:28:00,,North Key Largo,Y,B,0.039,N,,T2
63,,B-4,15,03.09.2020,15:57:00,16:28:00,,Lake Wales,N,,0.087,Y,,T2
212,,A-1,15,03.09.2020,16:29:00,17:02:00,,Key Largo,N,,0.037,N,,T2
104,,A-4,15,03.09.2020,16:30:00,17:02:00,,Plantation Key,N,,0.056,N,,T2
188,,B-2,15,03.09.2020,16:31:00,17:02:00,,Leesburg,N,,0.052,Y,,T2
360,,B-4,15,03.09.2020,16:32:00,17:02:00,,North Key Largo,N,,0.108,Y,,T2
1,,A-1,16,03.10.2020,8:02:00,08:36:00,,Plantation Key,Y,B,0.039,N,,T2
3,,A-2,16,03.10.2020,8:03:00,08:36:00,,Plantation Key,Y,B,0.046,N,,T2
245,,A-3,16,03.10.2020,8:04:00,08:36:00,,North Key Largo,N,,0.034,N,,T2
206,,A-4,16,03.10.2020,8:04:00,08:36:00,,Plantation Key,N,,0.033,N,,T2
393,,B-1,16,03.10.2020,8:05:00,08:36:00,,Plantation Key,N,,0.096,Y,,T2
169,,B-2,16,03.10.2020,8:05:00,11:13:00,,Lake Placid,Y,C,0.044,N,,T2
267,,B-3,16,03.10.2020,8:06:00,08:36:00,,Lake Placid,N,,0.037,N,,T2
343,,B-4,16,03.10.2020,8:06:00,08:36:00,,North Key Largo,Y,CB,0.041,N,,T2
71,,A-1,16,03.10.2020,8:38:00,09:58:00,,Leesburg,Y,C,0.031,N,,T2
426,,A-2,16,03.10.2020,8:39:00,11:37:00,,North Key Largo,Y,BC,0.033,N,,T2
324,,A-3,16,03.10.2020,8:40:00,22:02:52,Y,North Key Largo,Y,C,0.038,N,,T2
59,,A-4,16,03.10.2020,8:41:00,09:14:00,,Lake Placid,N,,0.075,Y,,T2
10,,B-1,16,03.10.2020,8:42:00,11:13:00,,Plantation Key,Y,C,0.051,N,,T2
225,,B-3,16,03.10.2020,8:43:00,11:13:00,,North Key Largo,Y,C,0.033,N,,T2
119,,B-4,16,03.10.2020,8:44:00,09:14:00,,Key Largo,Y,B,0.047,N,,T2
156,,A-4,16,03.10.2020,9:15:00,09:47:00,,Homestead,N,,0.068,Y,,T2
53,,B-4,16,03.10.2020,9:16:00,11:37:00,,Lake Placid,Y,BC,0.067,N,,T2
48,,A-4,16,03.10.2020,9:48:00,10:18:00,,Homestead,N,,0.048,Y,,T2
250,,A-1,16,03.10.2020,10:18:00,10:49:00,,North Key Largo,N,,0.041,N,,T2
246,,A-4,16,03.10.2020,10:19:00,10:49:00,,North Key Largo,N,,0.137,Y,,T2
54,,A-1,16,03.10.2020,10:50:00,11:21:00,,Lake Placid,N,,0.072,Y,,T2
210,,A-4,16,03.10.2020,10:51:00,11:40:00,,Plantation Key,Y,C,0.054,N,,T2
401,,A-1,16,03.10.2020,11:21:00,11:56:00,,Plantation Key,N,,0.097,Y,,T2
314,,B-1,16,03.10.2020,11:22:00,11:56:00,,Key Largo,N,,0.082,Y,,T2
170,,B-2,16,03.10.2020,11:25:00,11:56:00,,Lake Placid,Y,B,0.046,N,,T2
108,,B-3,16,03.10.2020,11:26:00,11:56:00,,Plantation Key,N,,0.051,N,,T2
353,,A-1,16,03.10.2020,11:57:00,19:59:11,Y,North Key Largo,Y,C,0.038,N,,T2
203,,A-2,16,03.10.2020,11:58:00,12:33:00,,Plantation Key,N,,0.047,N,,T2
218,,A-4,16,03.10.2020,11:59:00,15:28:00,,Key Largo,Y,C,0.048,N,,T2
247,,B-1,16,03.10.2020,12:00:00,12:33:00,,North Key Largo,Y,B,0.034,N,,T2
258,,B-2,16,03.10.2020,12:01:00,12:33:00,,Homestead,Y,B,0.030,N,,T2
342,,B-3,16,03.10.2020,12:02:00,12:33:00,,North Key Largo,N,,0.098,Y,,T2
116,,B-4,16,03.10.2020,12:03:00,12:33:00,,Key Largo,Y,B,0.085,Y,,T2
14,,A-2,16,03.10.2020,13:06:00,13:40:00,,Key Largo,N,,0.029,N,,T2
6,,B-1,16,03.10.2020,13:07:00,23:29:29,Y,Plantation Key,Y,C,0.043,N,,T2
201,,B-2,16,03.10.2020,13:08:00,13:40:00,,Plantation Key,N,,0.043,N,,T2
115,,B-3,16,03.10.2020,13:09:00,13:40:00,,Key Largo,N,,0.083,Y,,T2
420,,B-4,16,03.10.2020,13:10:00,13:40:00,,North Key Largo,N,,0.062,Y,,T2
